TOTAL,ANIO,MES,DIA,DIA2,Tmin,Tmax,Temperature,Relative Humidity,Wind Speed,Wind Direction,luna,
65,5,11,19,2,14.9,25.4,20.8,69.45,3.6,230,60.60858017,
54,5,11,20,3,18.6,24.6,22,66.68,7.2,330,49.1456978,
66,5,11,21,4,15.4,25.4,21.1,68.74,10.8,323.33,37.55786621,
61,5,11,22,5,16.2,27.1,23.5,53.08,14.8,210,26.55372471,
54,5,11,23,6,15.6,27.2,21.4,66.04,3.6,110,16.82986825,
53,5,11,24,7,27.1,27.1,27.1,30.12,0,150,8.989241898,
54,5,11,25,1,15.1,24.6,19.9,55.33,7.2,320,3.472820145,
54,5,11,26,2,16.9,24.4,20.6,66.08,3.6,270,0.52026737,
65,5,11,27,3,16.1,26.9,22.3,58.41,7.2,140,0.166269934,
49,5,11,28,4,14.2,25.9,20.9,61.54,7.2,335,2.26833168,
62,5,11,29,5,15.1,26.6,21.8,56.8,3.6,113.33,6.553759979,
48,5,11,30,6,14.2,27.1,23.4,48.07,10.8,313.33,12.67115194,
54,5,12,1,7,13.4,28.2,21.9,55.02,3.6,210,20.23463222,
68,5,12,2,1,15.1,26.4,21.7,39.53,3.6,123.33,28.85485081,
52,5,12,3,2,15.1,26.4,21.5,59.09,3.6,305,38.15636046,
62,5,12,4,3,14.1,26.1,21.4,50.42,7.6,266.67,47.78453734,
50,5,12,5,4,13.6,25.9,20.8,55.66,3.7,133,57.4062436,
59,5,12,6,5,13.6,28.1,23.7,37.95,7.6,144,66.70763693,
44,5,12,7,6,12.1,24.1,19.2,43.63,3.6,140,75.39105942,
70,5,12,8,7,10.6,25.7,19.2,54.57,3.6,300,83.17181637,
58,5,12,9,1,11.1,24.9,19.7,56.56,7.2,230,89.77543465,
58,5,12,10,2,10.1,24.1,18.2,54.12,14.8,320,94.93662275,
66,5,12,11,3,10.2,19.9,15,57.92,3.6,105,98.40211801,
59,5,12,12,4,7.1,22.2,14.6,67.17,3.6,70,99.94016291,
58,5,12,13,5,11.9,22.9,17.4,64.38,3.6,185,99.35884135,
51,5,12,14,6,7.9,26.3,19.8,40.3,14.8,122.25,96.53359131,
58,5,12,15,7,10.2,25.4,19.1,51.68,7.2,300,91.4410548,
52,5,12,16,1,9.9,21.2,15.5,61.17,3.6,185,84.19278964,
66,5,12,17,2,10.4,20.4,15.4,66.86,3.6,330,75.05954044,
59,5,12,18,3,11.6,18.1,14.8,52.28,7.2,95,64.47624846,
55,5,12,19,4,9.2,22.4,17.9,51.05,3.6,100,53.02084648,
58,5,12,20,5,13.6,16.7,15.4,82.24,3.6,160,41.36604874,
51,5,12,21,6,12.6,14.7,13.6,89.4,7.2,206.67,30.21113149,
60,5,12,22,7,9.4,18.4,13.8,69.55,7.2,95,20.20722133,
55,5,12,23,1,10.4,23.9,17.9,57.9,3.6,170,11.89202526,
37,5,12,24,2,11.1,24.1,18.8,60.03,7.2,160,5.647011023,
31,5,12,25,3,20.8,25.1,23.4,39.2,22.3,213.33,1.682959647,
51,5,12,26,4,9.2,24.4,18.3,53.27,10.8,196.67,0.051583863,
48,5,12,27,5,9.9,24.9,18.8,55.17,7.2,180,0.674750666,
42,5,12,28,6,13.2,20.2,17.6,67.28,10.8,316.67,3.380583024,
48,5,12,29,7,12.6,20.8,16.9,64.81,3.6,290,7.937205169,
47,5,12,30,1,8.9,24.1,19,55.66,11.2,230,14.07859339,
42,5,12,31,2,10.4,22.9,18,58.36,7.2,250,21.5210024,
